	0	1	2	3	4	5	6	7	8	9
Sentence365	('model1-model2', 0.9935318945422275)	('model1-model3', 0.9868424866946001)	('model1-model4', 0.9883100146966988)	('model1-model5', 0.9928736385931275)	('model2-model3', 0.993484283224591)	('model2-model4', 0.9929670914308912)	('model2-model5', 0.9945517342493713)	('model3-model4', 0.9984963660399656)	('model3-model5', 0.99286692484339)	('model4-model5', 0.9922790827830372)
Sentence366	('model1-model2', 0.971056866512432)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 0.971056866512432)	('model2-model4', 0.971056866512432)	('model2-model5', 0.971056866512432)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence367	('model1-model2', 0.981093209093705)	('model1-model3', 0.9454729945362628)	('model1-model4', 0.9282976566544764)	('model1-model5', 0.9816833404006575)	('model2-model3', 0.962047861525667)	('model2-model4', 0.9538973124286332)	('model2-model5', 0.983764459278461)	('model3-model4', 0.9713071444282909)	('model3-model5', 0.9558948828786431)	('model4-model5', 0.9452243255931329)
Sentence368	('model1-model2', 0.9227293920313105)	('model1-model3', 0.9232735656776424)	('model1-model4', 0.9487463333791852)	('model1-model5', 0.9593541226545003)	('model2-model3', 0.9742405237302928)	('model2-model4', 0.9710522723580224)	('model2-model5', 0.978254281254788)	('model3-model4', 0.966788201896613)	('model3-model5', 0.9853403637832422)	('model4-model5', 0.9875443067794243)
Sentence369	('model1-model2', 1.0)	('model1-model3', 0.9872783781877172)	('model1-model4', 0.9984319503336242)	('model1-model5', 0.9922945848326258)	('model2-model3', 0.9872783781877172)	('model2-model4', 0.9984319503336242)	('model2-model5', 0.9922945848326258)	('model3-model4', 0.9916541364918541)	('model3-model5', 0.9983003886439487)	('model4-model5', 0.9934202136710488)
Sentence370	('model1-model2', 0.9881355855406994)	('model1-model3', 0.9550561797752809)	('model1-model4', 0.9769253083239294)	('model1-model5', 0.9844887834780076)	('model2-model3', 0.9332391641217715)	('model2-model4', 0.966762304138103)	('model2-model5', 0.9690470330783129)	('model3-model4', 0.9565726977338476)	('model3-model5', 0.9844887834780076)	('model4-model5', 0.9749281158265907)
Sentence371	('model1-model2', 0.9978339518622367)	('model1-model3', 0.9490247445732092)	('model1-model4', 0.9882821143114193)	('model1-model5', 0.9968132361062975)	('model2-model3', 0.9514696523642552)	('model2-model4', 0.9909608169333618)	('model2-model5', 0.9938960950734794)	('model3-model4', 0.9450006903995581)	('model3-model5', 0.9396401614350884)	('model4-model5', 0.9807700426603803)
Sentence372	('model1-model2', 0.8606978946185856)	('model1-model3', 0.8333031941505775)	('model1-model4', 0.7360699299651777)	('model1-model5', 0.7590721152765896)	('model2-model3', 0.7462988847080342)	('model2-model4', 0.764093177458341)	('model2-model5', 0.8090398349558905)	('model3-model4', 0.8385910090443793)	('model3-model5', 0.6708728072355035)	('model4-model5', 0.7555555555555554)
Sentence373	('model1-model2', 0.9738631110082193)	('model1-model3', 0.9892918420017796)	('model1-model4', 0.9911797331512893)	('model1-model5', 0.9883222148321226)	('model2-model3', 0.9714592944919498)	('model2-model4', 0.9710160822916557)	('model2-model5', 0.9852185380323623)	('model3-model4', 0.9978737091561743)	('model3-model5', 0.9891098355000564)	('model4-model5', 0.9903825532146683)
Sentence374	('model1-model2', 0.9676761712473897)	('model1-model3', 0.9857764350017276)	('model1-model4', 0.9642251378339416)	('model1-model5', 0.9955055952301469)	('model2-model3', 0.9746740128934648)	('model2-model4', 0.952221464312604)	('model2-model5', 0.9633270428476622)	('model3-model4', 0.9486942621285487)	('model3-model5', 0.9910622532911407)	('model4-model5', 0.9598915197752486)
Sentence375	('model1-model2', 0.9544092207809176)	('model1-model3', 0.9240980007606048)	('model1-model4', 0.9479727992784809)	('model1-model5', 0.9103322144002383)	('model2-model3', 0.8727804897808084)	('model2-model4', 0.9191414137734895)	('model2-model5', 0.8482384927632878)	('model3-model4', 0.9631054025707183)	('model3-model5', 0.9639959301789758)	('model4-model5', 0.9248309556726522)
Sentence376	('model1-model2', 0.9999999999999999)	('model1-model3', 0.9904766711852159)	('model1-model4', 0.9977688306738846)	('model1-model5', 0.9999999999999999)	('model2-model3', 0.9904766711852159)	('model2-model4', 0.9977688306738846)	('model2-model5', 0.9999999999999999)	('model3-model4', 0.9876550906680908)	('model3-model5', 0.9904766711852159)	('model4-model5', 0.9977688306738846)
Sentence377	('model1-model2', 0.9930971018632477)	('model1-model3', 0.9968396255791074)	('model1-model4', 0.9953016808041742)	('model1-model5', 0.9972494314601489)	('model2-model3', 0.9944245215753652)	('model2-model4', 0.9941200274326404)	('model2-model5', 0.9889312471979789)	('model3-model4', 0.9970227486602711)	('model3-model5', 0.9951639776549007)	('model4-model5', 0.9944017051185661)
Sentence378	('model1-model2', 1.0000000000000002)	('model1-model3', 0.9919027007433419)	('model1-model4', 0.9929942367227821)	('model1-model5', 1.0000000000000002)	('model2-model3', 0.9919027007433419)	('model2-model4', 0.9929942367227821)	('model2-model5', 1.0000000000000002)	('model3-model4', 0.9932793493858211)	('model3-model5', 0.9919027007433419)	('model4-model5', 0.9929942367227821)
Sentence379	('model1-model2', 0.9938018738753751)	('model1-model3', 0.9978581407157825)	('model1-model4', 0.9965217285917831)	('model1-model5', 0.9883719255996891)	('model2-model3', 0.9953884435205559)	('model2-model4', 0.9979776017650213)	('model2-model5', 0.9923323733614338)	('model3-model4', 0.9974216861747256)	('model3-model5', 0.9911854026228397)	('model4-model5', 0.9945067673477115)
Sentence380	('model1-model2', 0.8155208337833552)	('model1-model3', 0.6524068554605892)	('model1-model4', 0.6834301871819679)	('model1-model5', 0.7027260221506633)	('model2-model3', 0.9424103815992816)	('model2-model4', 0.9550274558615599)	('model2-model5', 0.9326772640672271)	('model3-model4', 0.9939668763351753)	('model3-model5', 0.9315724035209074)	('model4-model5', 0.9370725581332933)
Sentence381	('model1-model2', 0.994034023300906)	('model1-model3', 0.994034023300906)	('model1-model4', 0.8012159571833112)	('model1-model5', 1.0)	('model2-model3', 0.9999999999999999)	('model2-model4', 0.8593952828314033)	('model2-model5', 0.994034023300906)	('model3-model4', 0.8593952828314033)	('model3-model5', 0.994034023300906)	('model4-model5', 0.8012159571833112)
Sentence382	('model1-model2', 0.9852029761966532)	('model1-model3', 0.9985268892788621)	('model1-model4', 0.9920509951333347)	('model1-model5', 0.9999999999999998)	('model2-model3', 0.9842254667381438)	('model2-model4', 0.9853175117616935)	('model2-model5', 0.9852029761966532)	('model3-model4', 0.9940675659402745)	('model3-model5', 0.9985268892788621)	('model4-model5', 0.9920509951333347)
Sentence383	('model1-model2', 0.9634769170998198)	('model1-model3', 0.9447304509753034)	('model1-model4', 0.9806807671332652)	('model1-model5', 0.9342616483545747)	('model2-model3', 0.9558677293471071)	('model2-model4', 0.9694809161056077)	('model2-model5', 0.952903617316471)	('model3-model4', 0.9354442813894526)	('model3-model5', 0.8904217478299935)	('model4-model5', 0.9433332612731562)
Sentence384	('model1-model2', 0.9502552681394962)	('model1-model3', 1.0)	('model1-model4', 0.9502552681394962)	('model1-model5', 0.9502552681394962)	('model2-model3', 0.9502552681394962)	('model2-model4', 1.0000000000000002)	('model2-model5', 1.0000000000000002)	('model3-model4', 0.9502552681394962)	('model3-model5', 0.9502552681394962)	('model4-model5', 1.0000000000000002)
Sentence385	('model1-model2', 0.9939393595039493)	('model1-model3', 0.9751938763008418)	('model1-model4', 0.9777569272880934)	('model1-model5', 0.9792742006186428)	('model2-model3', 0.9782903259380449)	('model2-model4', 0.9769467484913565)	('model2-model5', 0.9785570701839932)	('model3-model4', 0.9928447396709538)	('model3-model5', 0.9972192779455422)	('model4-model5', 0.9911759043859548)
Sentence386	('model1-model2', 0.9967231900558192)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 0.9710314891827255)	('model2-model3', 0.9967231900558192)	('model2-model4', 0.9967231900558192)	('model2-model5', 0.965788391876626)	('model3-model4', 1.0)	('model3-model5', 0.9710314891827255)	('model4-model5', 0.9710314891827255)
Sentence387	('model1-model2', 0.973984323332288)	('model1-model3', 0.9871474627566891)	('model1-model4', 0.9841242909859638)	('model1-model5', 0.9758461829810031)	('model2-model3', 0.988241398193377)	('model2-model4', 0.9895320271701262)	('model2-model5', 0.9835765253726166)	('model3-model4', 0.9924485155026067)	('model3-model5', 0.9746317872627765)	('model4-model5', 0.9888356354937724)
Sentence388	('model1-model2', 0.9984143209435243)	('model1-model3', 0.9808567100172491)	('model1-model4', 0.991543671746907)	('model1-model5', 0.9942790955177426)	('model2-model3', 0.984058837588244)	('model2-model4', 0.9879394407078789)	('model2-model5', 0.9954457484895447)	('model3-model4', 0.9710683124581587)	('model3-model5', 0.9875222108708945)	('model4-model5', 0.9846688632265747)
Sentence389	('model1-model2', 0.998525171819268)	('model1-model3', 0.9991749493808371)	('model1-model4', 0.9999999999999998)	('model1-model5', 0.9983348404737279)	('model2-model3', 0.9984762991879345)	('model2-model4', 0.998525171819268)	('model2-model5', 0.9994220596805966)	('model3-model4', 0.9991749493808371)	('model3-model5', 0.9982204676706898)	('model4-model5', 0.9983348404737279)
Sentence390	('model1-model2', 0.9887389010123766)	('model1-model3', 0.9916301817466372)	('model1-model4', 0.9889199714534388)	('model1-model5', 0.9920179916065074)	('model2-model3', 0.9865411622509833)	('model2-model4', 0.9891270008285704)	('model2-model5', 0.9820471065687545)	('model3-model4', 0.9925612993934358)	('model3-model5', 0.9889441042951919)	('model4-model5', 0.9888995055059688)
Sentence391	('model1-model2', 0.9884636173652096)	('model1-model3', 0.9783355263563469)	('model1-model4', 0.9869553891750952)	('model1-model5', 0.9958071842247812)	('model2-model3', 0.9690979061616737)	('model2-model4', 0.9958249624730956)	('model2-model5', 0.986404593490644)	('model3-model4', 0.9693355399425772)	('model3-model5', 0.9780293062749338)	('model4-model5', 0.9911109347372535)
Sentence392	('model1-model2', 0.9921077805639957)	('model1-model3', 0.9855084608909301)	('model1-model4', 0.9944906608423005)	('model1-model5', 0.9941109611338995)	('model2-model3', 0.9802184536450035)	('model2-model4', 0.9890523254422453)	('model2-model5', 0.9852137638272338)	('model3-model4', 0.9781639336468538)	('model3-model5', 0.9832538854309023)	('model4-model5', 0.9950424457746858)
Sentence393	('model1-model2', 0.9853933458930827)	('model1-model3', 0.9772416287525535)	('model1-model4', 0.9894725640390103)	('model1-model5', 0.9720623428176459)	('model2-model3', 0.9761278602443024)	('model2-model4', 0.9932749142250114)	('model2-model5', 0.9761772703017638)	('model3-model4', 0.9820316548760255)	('model3-model5', 0.9783438396328907)	('model4-model5', 0.9771085623717818)
Sentence394	('model1-model2', 0.9841002713752395)	('model1-model3', 0.9854079129403918)	('model1-model4', 0.9819716531580515)	('model1-model5', 0.966130990554123)	('model2-model3', 0.995210391561366)	('model2-model4', 0.9879446751782673)	('model2-model5', 0.9790426783592419)	('model3-model4', 0.9975362074679561)	('model3-model5', 0.9767979872538396)	('model4-model5', 0.9697429747365649)
Sentence395	('model1-model2', 0.8664912593338825)	('model1-model3', 0.8794653965640157)	('model1-model4', 0.8806960340770609)	('model1-model5', 0.8593888719622933)	('model2-model3', 0.9749550128378827)	('model2-model4', 0.9661016949152542)	('model2-model5', 0.9915254237288136)	('model3-model4', 0.9675126081597308)	('model3-model5', 0.9675126081597308)	('model4-model5', 0.9576271186440678)
Sentence396	('model1-model2', 0.9932753207620382)	('model1-model3', 0.9932753207620382)	('model1-model4', 0.970569041538171)	('model1-model5', 0.9823926469851119)	('model2-model3', 0.9976190476190477)	('model2-model4', 0.9730738815538785)	('model2-model5', 0.9798108511489879)	('model3-model4', 0.9704079257140048)	('model3-model5', 0.9798108511489879)	('model4-model5', 0.9910228512092085)
Sentence397	('model1-model2', 0.9833981467827942)	('model1-model3', 0.9937117080631268)	('model1-model4', 0.9963714523274059)	('model1-model5', 0.9650375868390678)	('model2-model3', 0.9877644734913459)	('model2-model4', 0.985921246953151)	('model2-model5', 0.9589114837880703)	('model3-model4', 0.9979981268556727)	('model3-model5', 0.9740051088037469)	('model4-model5', 0.9724417911964399)
Sentence398	('model1-model2', 0.9794750301772848)	('model1-model3', 0.989291772750974)	('model1-model4', 0.9818357885744711)	('model1-model5', 0.35003691453406754)	('model2-model3', 0.968929358141758)	('model2-model4', 0.9900827439833758)	('model2-model5', 0.4855281122923859)	('model3-model4', 0.9677929144720839)	('model3-model5', 0.31425535423770656)	('model4-model5', 0.48207899103420376)
Sentence399	('model1-model2', 0.9500126980907836)	('model1-model3', 0.9936119538346541)	('model1-model4', 0.9708730370391189)	('model1-model5', 0.9791645684645139)	('model2-model3', 0.9625801519585443)	('model2-model4', 0.963296259683668)	('model2-model5', 0.939745070338589)	('model3-model4', 0.9697647440735044)	('model3-model5', 0.9820155304510187)	('model4-model5', 0.9685253253251233)
Sentence400	('model1-model2', 0.9558677293471071)	('model1-model3', 0.9581156062926119)	('model1-model4', 0.9573822342125359)	('model1-model5', 0.9569912132932267)	('model2-model3', 0.9705023577092445)	('model2-model4', 0.9571775573581526)	('model2-model5', 0.9495501747676153)	('model3-model4', 0.9661827331702768)	('model3-model5', 0.9154625891148471)	('model4-model5', 0.9532352734810646)
Sentence401	('model1-model2', 0.9705188535442886)	('model1-model3', 0.9433332612731564)	('model1-model4', 0.9836819381845334)	('model1-model5', 0.9662404926596548)	('model2-model3', 0.9215757579864138)	('model2-model4', 0.9580000629298532)	('model2-model5', 0.9542064505382241)	('model3-model4', 0.9431164778022316)	('model3-model5', 0.9042908467323282)	('model4-model5', 0.9490707529566208)
Sentence402	('model1-model2', 0.992974957582712)	('model1-model3', 0.992974957582712)	('model1-model4', 0.9970882631345798)	('model1-model5', 0.992974957582712)	('model2-model3', 1.0)	('model2-model4', 0.9905977951298814)	('model2-model5', 1.0)	('model3-model4', 0.9905977951298814)	('model3-model5', 1.0)	('model4-model5', 0.9905977951298814)
Sentence403	('model1-model2', 1.0000000000000002)	('model1-model3', 1.0000000000000002)	('model1-model4', 1.0000000000000002)	('model1-model5', 1.0000000000000002)	('model2-model3', 1.0000000000000002)	('model2-model4', 1.0000000000000002)	('model2-model5', 1.0000000000000002)	('model3-model4', 1.0000000000000002)	('model3-model5', 1.0000000000000002)	('model4-model5', 1.0000000000000002)
Sentence404	('model1-model2', 0.9748810454394141)	('model1-model3', 0.9146262906628688)	('model1-model4', 0.978640304032486)	('model1-model5', 0.9083508976603812)	('model2-model3', 0.9230605702371489)	('model2-model4', 0.961140776407694)	('model2-model5', 0.8888928969280133)	('model3-model4', 0.9128325159568386)	('model3-model5', 0.85930951060344)	('model4-model5', 0.9138795076839452)
Sentence405	('model1-model2', 0.997589518022994)	('model1-model3', 0.9794568006216905)	('model1-model4', 0.9942393479770328)	('model1-model5', 0.9995857590150687)	('model2-model3', 0.983875827677214)	('model2-model4', 0.9939908291445471)	('model2-model5', 0.9976546522797952)	('model3-model4', 0.9822518035595947)	('model3-model5', 0.9807485046142109)	('model4-model5', 0.9955601213045497)
Sentence406	('model1-model2', 0.7418345309687192)	('model1-model3', 0.7212280162195881)	('model1-model4', 0.7505827639885609)	('model1-model5', 0.7505827639885609)	('model2-model3', 0.9808917197452229)	('model2-model4', 0.978176589837374)	('model2-model5', 0.978176589837374)	('model3-model4', 0.9907173153481095)	('model3-model5', 0.9969876781034773)	('model4-model5', 0.9938271604938271)
Sentence407	('model1-model2', 0.9569487529386911)	('model1-model3', 0.9552368271908803)	('model1-model4', 0.964633401009775)	('model1-model5', 0.9772545497599155)	('model2-model3', 0.948785930527479)	('model2-model4', 0.9692599666462781)	('model2-model5', 0.9509329651839316)	('model3-model4', 0.9442348895758672)	('model3-model5', 0.9606168904025072)	('model4-model5', 0.9534579831350014)
Sentence408	('model1-model2', 1.0)	('model1-model3', 0.9959341359714438)	('model1-model4', 0.998841922020289)	('model1-model5', 0.997106513229582)	('model2-model3', 0.9959341359714438)	('model2-model4', 0.998841922020289)	('model2-model5', 0.997106513229582)	('model3-model4', 0.9971131951058961)	('model3-model5', 0.9976477492374356)	('model4-model5', 0.9994545473974277)
Sentence409	('model1-model2', 0.9964484671083012)	('model1-model3', 0.9944000353564464)	('model1-model4', 0.9966063901957242)	('model1-model5', 0.9783908852142876)	('model2-model3', 0.9945495893128364)	('model2-model4', 0.998552995874429)	('model2-model5', 0.9844891982909595)	('model3-model4', 0.9973148579043914)	('model3-model5', 0.9814220255626335)	('model4-model5', 0.9832575700615441)
Sentence410	('model1-model2', 0.9530951388159028)	('model1-model3', 0.9097222222222222)	('model1-model4', 0.9389096669453555)	('model1-model5', 0.8854531599808384)	('model2-model3', 0.9593655015712704)	('model2-model4', 0.9811496975481969)	('model2-model5', 0.9434708680978138)	('model3-model4', 0.9591447890777983)	('model3-model5', 0.9891688273212512)	('model4-model5', 0.9580593152152744)
Sentence411	('model1-model2', 0.8586954469957345)	('model1-model3', 0.8402683036636679)	('model1-model4', 0.9032262954640663)	('model1-model5', 0.8471882014727894)	('model2-model3', 0.9971476360956402)	('model2-model4', 0.893261216741444)	('model2-model5', 0.9978732608295129)	('model3-model4', 0.8921281186608235)	('model3-model5', 0.9962656342207922)	('model4-model5', 0.8858094014041203)
Sentence412	('model1-model2', 0.9284766908852594)	('model1-model3', 0.867527617235709)	('model1-model4', 0.8286633855408044)	('model1-model5', 0.8751788784110126)	('model2-model3', 0.8528602990262663)	('model2-model4', 0.8331980958554331)	('model2-model5', 0.8406032989238582)	('model3-model4', 0.8416254115301732)	('model3-model5', 0.7761823345023016)	('model4-model5', 0.9222420376912235)
Sentence413	('model1-model2', 0.9703319472547791)	('model1-model3', 0.9876311835893163)	('model1-model4', 0.9865199128345945)	('model1-model5', 0.9799716053172918)	('model2-model3', 0.9677421476409946)	('model2-model4', 0.9752505846345236)	('model2-model5', 0.9888622425029896)	('model3-model4', 0.977589857558343)	('model3-model5', 0.9734782256961564)	('model4-model5', 0.9890764201891146)
Sentence414	('model1-model2', 0.9326427425370879)	('model1-model3', 0.9378934722869389)	('model1-model4', 0.9245003270420485)	('model1-model5', 0.7703288865196432)	('model2-model3', 0.8914824582191182)	('model2-model4', 0.8807048459279793)	('model2-model5', 0.833905481243739)	('model3-model4', 0.8522789688037332)	('model3-model5', 0.8017837257372732)	('model4-model5', 0.7200822998230956)
Sentence415	('model1-model2', 0.9667703029261189)	('model1-model3', 0.9915797163974377)	('model1-model4', 0.9802219096950374)	('model1-model5', 0.9886339889545793)	('model2-model3', 0.9668175144273257)	('model2-model4', 0.9797881256737314)	('model2-model5', 0.9747495479242324)	('model3-model4', 0.9900806082270655)	('model3-model5', 0.9884119886915136)	('model4-model5', 0.9906075277312258)
Sentence416	('model1-model2', 0.9586269513503927)	('model1-model3', 0.9965986394557821)	('model1-model4', 0.979433492375258)	('model1-model5', 0.9965986394557821)	('model2-model3', 0.9619555171536927)	('model2-model4', 0.9752872939944415)	('model2-model5', 0.9619555171536927)	('model3-model4', 0.9828701011204343)	('model3-model5', 0.9999999999999998)	('model4-model5', 0.9828701011204343)
Sentence417	('model1-model2', 0.9983227340180575)	('model1-model3', 0.9983227340180575)	('model1-model4', 0.9980810231051152)	('model1-model5', 0.9990629033456189)	('model2-model3', 0.9999999999999998)	('model2-model4', 0.9985007952670547)	('model2-model5', 0.9994830884660074)	('model3-model4', 0.9985007952670547)	('model3-model5', 0.9994830884660074)	('model4-model5', 0.9990171987797609)
Sentence418	('model1-model2', 1.0)	('model1-model3', 0.980390253186806)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 0.980390253186806)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 0.980390253186806)	('model3-model5', 0.980390253186806)	('model4-model5', 1.0)
Sentence419	('model1-model2', 0.988459757547998)	('model1-model3', 0.974854724217764)	('model1-model4', 0.974908713020281)	('model1-model5', 0.9770183459058531)	('model2-model3', 0.9362757418117439)	('model2-model4', 0.9370892170529154)	('model2-model5', 0.9412159136591353)	('model3-model4', 0.9921405316390323)	('model3-model5', 0.998218262570172)	('model4-model5', 0.9908639830035503)
Sentence420	('model1-model2', 0.9970849496355999)	('model1-model3', 0.994526764912504)	('model1-model4', 0.9978287654418689)	('model1-model5', 0.9895013286957461)	('model2-model3', 0.9963832203561701)	('model2-model4', 0.9992545656809766)	('model2-model5', 0.9928022017114169)	('model3-model4', 0.9971265126791293)	('model3-model5', 0.9943121318825885)	('model4-model5', 0.9935428226288237)
Sentence421	('model1-model2', 0.9976824997815539)	('model1-model3', 0.9743972929982764)	('model1-model4', 0.9810847227000674)	('model1-model5', 0.9875231291742276)	('model2-model3', 0.9766607043940573)	('model2-model4', 0.9833636682159699)	('model2-model5', 0.9898170303583047)	('model3-model4', 0.9781274728989944)	('model3-model5', 0.9716941068588636)	('model4-model5', 0.9956727400388999)
Sentence422	('model1-model2', 0.9545964424803521)	('model1-model3', 0.8831650381619777)	('model1-model4', 0.9415032254319605)	('model1-model5', 0.9415032254319605)	('model2-model3', 0.9510654689805452)	('model2-model4', 0.9793761064100047)	('model2-model5', 0.9793761064100047)	('model3-model4', 0.9427360045097117)	('model3-model5', 0.9427360045097117)	('model4-model5', 1.0)
Sentence423	('model1-model2', 1.0000000000000002)	('model1-model3', 1.0000000000000002)	('model1-model4', 1.0000000000000002)	('model1-model5', 1.0000000000000002)	('model2-model3', 1.0000000000000002)	('model2-model4', 1.0000000000000002)	('model2-model5', 1.0000000000000002)	('model3-model4', 1.0000000000000002)	('model3-model5', 1.0000000000000002)	('model4-model5', 1.0000000000000002)
Sentence424	('model1-model2', 0.9524849688921501)	('model1-model3', 0.9684296630418875)	('model1-model4', 0.9567985097441719)	('model1-model5', 0.8821900940257864)	('model2-model3', 0.993102029656)	('model2-model4', 0.994510408432858)	('model2-model5', 0.8240554958966418)	('model3-model4', 0.9981582680051696)	('model3-model5', 0.848318755814783)	('model4-model5', 0.8335929718284429)
Sentence425	('model1-model2', 0.9468337827014129)	('model1-model3', 0.9642088512100443)	('model1-model4', 0.9500302224837317)	('model1-model5', 0.9683854119081701)	('model2-model3', 0.9861944803882617)	('model2-model4', 0.9545050678433928)	('model2-model5', 0.9833943143643405)	('model3-model4', 0.9664773591570769)	('model3-model5', 0.998715782658384)	('model4-model5', 0.9691805528651415)
Sentence426	('model1-model2', 0.9747673287912517)	('model1-model3', 0.9662366131031146)	('model1-model4', 0.9882431246699191)	('model1-model5', 0.9741474823579692)	('model2-model3', 0.982896220095768)	('model2-model4', 0.9715178273055312)	('model2-model5', 0.9860403049384635)	('model3-model4', 0.9793794867252467)	('model3-model5', 0.9972214450325728)	('model4-model5', 0.9818686146832524)
Sentence427	('model1-model2', 0.968791959435812)	('model1-model3', 0.9640274861765357)	('model1-model4', 0.990340801460824)	('model1-model5', 0.9480115731624218)	('model2-model3', 0.979019055051264)	('model2-model4', 0.9568054512020021)	('model2-model5', 0.9798062315503818)	('model3-model4', 0.9649517182480384)	('model3-model5', 0.9906049901675329)	('model4-model5', 0.9527489799388132)
Sentence428	('model1-model2', 0.7804776423366991)	('model1-model3', 0.7863682031098794)	('model1-model4', 0.7824264830344368)	('model1-model5', 0.7635700618701712)	('model2-model3', 0.925476222741125)	('model2-model4', 0.9406401658278407)	('model2-model5', 0.9179708064497101)	('model3-model4', 0.99498743710662)	('model3-model5', 0.9906246419997745)	('model4-model5', 0.9856590736780186)
Sentence429	('model1-model2', 0.9829371420107323)	('model1-model3', 0.9896625368902775)	('model1-model4', 0.9916690294397682)	('model1-model5', 0.9917020712581993)	('model2-model3', 0.9848583040612482)	('model2-model4', 0.9750826361090204)	('model2-model5', 0.9897774273355605)	('model3-model4', 0.9876570281939204)	('model3-model5', 0.9868339595523044)	('model4-model5', 0.9859698268201033)
Sentence430	('model1-model2', 0.6870399085941299)	('model1-model3', 0.7273116341539755)	('model1-model4', 0.7178725441009755)	('model1-model5', 0.7245560052827553)	('model2-model3', 0.9746202131345623)	('model2-model4', 0.9789282192883823)	('model2-model5', 0.9741602165602155)	('model3-model4', 0.9924156944533374)	('model3-model5', 0.9979987939038348)	('model4-model5', 0.992726336665521)
Sentence431	('model1-model2', 0.974664320622172)	('model1-model3', 0.9545569049287563)	('model1-model4', 0.937970439968929)	('model1-model5', 0.9401538376855082)	('model2-model3', 0.959975320422422)	('model2-model4', 0.9779479360401019)	('model2-model5', 0.9811693827254375)	('model3-model4', 0.9355285539274978)	('model3-model5', 0.9318087437528162)	('model4-model5', 0.9960238411119946)
Sentence432	('model1-model2', 0.9714608100472296)	('model1-model3', 0.9726432372808947)	('model1-model4', 0.969095053353118)	('model1-model5', 0.9306031172028605)	('model2-model3', 0.9704410761197476)	('model2-model4', 0.9674703391728023)	('model2-model5', 0.9307966540480269)	('model3-model4', 0.9961785413907321)	('model3-model5', 0.9379472563897453)	('model4-model5', 0.9233562540787845)
Sentence433	('model1-model2', 0.9867140643024086)	('model1-model3', 0.9807741260332549)	('model1-model4', 0.9834141603278814)	('model1-model5', 0.983841928727227)	('model2-model3', 0.9826694296657383)	('model2-model4', 0.9851364998799972)	('model2-model5', 0.9830201133504951)	('model3-model4', 0.9844400206194431)	('model3-model5', 0.9931341374347888)	('model4-model5', 0.984779985462734)
Sentence434	('model1-model2', 0.9864190787236714)	('model1-model3', 0.9434255029341551)	('model1-model4', 0.9911768570728331)	('model1-model5', 0.9675241170515434)	('model2-model3', 0.9564144928693535)	('model2-model4', 0.9957906987396443)	('model2-model5', 0.9655941856667482)	('model3-model4', 0.9482835326212552)	('model3-model5', 0.9566386150487699)	('model4-model5', 0.9649494062776786)
Sentence435	('model1-model2', 0.9236808293505955)	('model1-model3', 0.9347727214942001)	('model1-model4', 0.9347727214942001)	('model1-model5', 0.9472634669260088)	('model2-model3', 0.9736249800882535)	('model2-model4', 0.9736249800882535)	('model2-model5', 0.9692218971944739)	('model3-model4', 1.0000000000000002)	('model3-model5', 0.976416832356179)	('model4-model5', 0.976416832356179)
Sentence436	('model1-model2', 0.9345507010964662)	('model1-model3', 0.9286259210420469)	('model1-model4', 0.9697635766008283)	('model1-model5', 0.9342565119302711)	('model2-model3', 0.9941988596598869)	('model2-model4', 0.9476074752450273)	('model2-model5', 0.94890754655809)	('model3-model4', 0.9254604351544817)	('model3-model5', 0.9315597159498019)	('model4-model5', 0.9338049201414409)
Sentence437	('model1-model2', 0.9829081446246326)	('model1-model3', 0.9920741744873802)	('model1-model4', 0.9747558381303438)	('model1-model5', 0.9852533638933562)	('model2-model3', 0.9886328163739437)	('model2-model4', 0.9759031074589676)	('model2-model5', 0.9899622480303238)	('model3-model4', 0.9698438576586005)	('model3-model5', 0.9946045013890746)	('model4-model5', 0.9751938788652418)
Sentence438	('model1-model2', 0.9843119981190607)	('model1-model3', 0.9878395369830826)	('model1-model4', 0.9823038983006229)	('model1-model5', 0.9821867481632592)	('model2-model3', 0.9692615790522634)	('model2-model4', 0.9902902968779584)	('model2-model5', 0.9739703717514245)	('model3-model4', 0.9832207317770609)	('model3-model5', 0.9723234517206425)	('model4-model5', 0.9741189168215706)
Sentence439	('model1-model2', 0.9653884034570513)	('model1-model3', 0.9350280512623131)	('model1-model4', 0.9187999487855129)	('model1-model5', 0.9166701259101742)	('model2-model3', 0.9495569382500036)	('model2-model4', 0.938766168136043)	('model2-model5', 0.9600606316386503)	('model3-model4', 0.8343402035885146)	('model3-model5', 0.9504441882547332)	('model4-model5', 0.8990101101112221)
Sentence440	('model1-model2', 0.9706629081198782)	('model1-model3', 0.9967912733642427)	('model1-model4', 0.9957325765842914)	('model1-model5', 0.9967912733642427)	('model2-model3', 0.9658351674915381)	('model2-model4', 0.9672622544651639)	('model2-model5', 0.9658351674915381)	('model3-model4', 0.9979353768983592)	('model3-model5', 1.0000000000000002)	('model4-model5', 0.9979353768983592)
