	0	1	2	3	4	5	6	7	8	9
Sentence5911	('model1-model2', 0.9754759853826502)	('model1-model3', 0.9911179621088575)	('model1-model4', 0.9390096540689998)	('model1-model5', 0.9754759853826502)	('model2-model3', 0.9670962107805763)	('model2-model4', 0.9726815869219876)	('model2-model5', 1.0)	('model3-model4', 0.9267307291425545)	('model3-model5', 0.9670962107805763)	('model4-model5', 0.9726815869219876)
Sentence5912	('model1-model2', 0.9671013657080296)	('model1-model3', 0.9732012842477591)	('model1-model4', 0.9741149155362354)	('model1-model5', 0.9750419743290344)	('model2-model3', 0.9812604544038925)	('model2-model4', 0.979309357656272)	('model2-model5', 0.9840401485446995)	('model3-model4', 0.9902456183215311)	('model3-model5', 0.989454997840041)	('model4-model5', 0.9946603621992977)
Sentence5913	('model1-model2', 0.9847426458821651)	('model1-model3', 0.9881986220360752)	('model1-model4', 0.9887712197168635)	('model1-model5', 0.9896676131831399)	('model2-model3', 0.9710849203367957)	('model2-model4', 0.9757391652027314)	('model2-model5', 0.9939544032611345)	('model3-model4', 0.9891559067694015)	('model3-model5', 0.9749560117760738)	('model4-model5', 0.9748578905950733)
Sentence5914	('model1-model2', 0.986222508051091)	('model1-model3', 0.9974842767295597)	('model1-model4', 0.9847908143363922)	('model1-model5', 0.9932126978863983)	('model2-model3', 0.9899819331135475)	('model2-model4', 0.9798246770764879)	('model2-model5', 0.9881717496500793)	('model3-model4', 0.9886177216459895)	('model3-model5', 0.9971697205871409)	('model4-model5', 0.9871825415800214)
Sentence5915	('model1-model2', 0.9866120549610852)	('model1-model3', 0.957540432856783)	('model1-model4', 0.9335583806061621)	('model1-model5', 0.9691399193397816)	('model2-model3', 0.9548274749829899)	('model2-model4', 0.958425393534978)	('model2-model5', 0.9795904542975997)	('model3-model4', 0.9328719097496719)	('model3-model5', 0.9697699446780171)	('model4-model5', 0.9657388796721437)
Sentence5916	('model1-model2', 0.9967413843547435)	('model1-model3', 0.9993288596670417)	('model1-model4', 0.9993288596670417)	('model1-model5', 0.9993288596670417)	('model2-model3', 0.9974879179191752)	('model2-model4', 0.9974879179191752)	('model2-model5', 0.9974879179191752)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence5917	('model1-model2', 0.9768211668614561)	('model1-model3', 0.9598448529779451)	('model1-model4', 0.9592711981898766)	('model1-model5', 0.9558242923684351)	('model2-model3', 0.9670917067561492)	('model2-model4', 0.9654574485573442)	('model2-model5', 0.9667640921680909)	('model3-model4', 0.9994942301993698)	('model3-model5', 0.9740357457040194)	('model4-model5', 0.973100080777274)
Sentence5918	('model1-model2', 0.9925024593003828)	('model1-model3', 0.9938165687646366)	('model1-model4', 0.9780457479923219)	('model1-model5', 0.9860830980419504)	('model2-model3', 0.988815407507358)	('model2-model4', 0.9842695438612269)	('model2-model5', 0.9841775136434869)	('model3-model4', 0.9714176248514373)	('model3-model5', 0.9761020961436412)	('model4-model5', 0.9779292420464267)
Sentence5919	('model1-model2', 0.8862860209872764)	('model1-model3', 0.9071915219904594)	('model1-model4', 0.8698286960128743)	('model1-model5', 0.8073845869432353)	('model2-model3', 0.9825045258833731)	('model2-model4', 0.9981310335652204)	('model2-model5', 0.7352359382732578)	('model3-model4', 0.9850153760083404)	('model3-model5', 0.6718980972788218)	('model4-model5', 0.696241757441937)
Sentence5920	('model1-model2', 0.8805945278108835)	('model1-model3', 0.9258396331196667)	('model1-model4', 0.9649892494957951)	('model1-model5', 0.9455894852319855)	('model2-model3', 0.69143566781678)	('model2-model4', 0.7910102625224944)	('model2-model5', 0.9853169502941272)	('model3-model4', 0.9701392709171202)	('model3-model5', 0.7900707757523531)	('model4-model5', 0.8739894752119686)
Sentence5921	('model1-model2', 0.9309687114520776)	('model1-model3', 0.9792077987297672)	('model1-model4', 0.9579968353329444)	('model1-model5', 0.8977767365338091)	('model2-model3', 0.9329573230200937)	('model2-model4', 0.9494047619047619)	('model2-model5', 0.9678469390394729)	('model3-model4', 0.9516914058116619)	('model3-model5', 0.9124729466856788)	('model4-model5', 0.9114253686021943)
Sentence5922	('model1-model2', 0.965218505335508)	('model1-model3', 0.9387357039877385)	('model1-model4', 0.9682794439462711)	('model1-model5', 0.9766248868581238)	('model2-model3', 0.9150338875015208)	('model2-model4', 0.9515279320153485)	('model2-model5', 0.9519664193620512)	('model3-model4', 0.9298042888556185)	('model3-model5', 0.9725122370185864)	('model4-model5', 0.9342051407221607)
Sentence5923	('model1-model2', 0.947160186768878)	('model1-model3', 0.9592119553362485)	('model1-model4', 0.95427261889891)	('model1-model5', 0.947160186768878)	('model2-model3', 0.9880235200593538)	('model2-model4', 0.9305125783870872)	('model2-model5', 0.9634146341463413)	('model3-model4', 0.945266012119699)	('model3-model5', 0.9759744527415568)	('model4-model5', 0.956724200313484)
Sentence5924	('model1-model2', 0.991489206929469)	('model1-model3', 0.9960022684041874)	('model1-model4', 0.9960022684041874)	('model1-model5', 0.9747162864549149)	('model2-model3', 0.9875254992000196)	('model2-model4', 0.9875254992000196)	('model2-model5', 0.9748243359065808)	('model3-model4', 1.0)	('model3-model5', 0.9709627155773399)	('model4-model5', 0.9709627155773399)
Sentence5925	('model1-model2', 0.9887017042593215)	('model1-model3', 0.9481668920607966)	('model1-model4', 0.9569833408227622)	('model1-model5', 0.9999999999999998)	('model2-model3', 0.9578756564376592)	('model2-model4', 0.95845899586365)	('model2-model5', 0.9887017042593215)	('model3-model4', 0.9657040279831712)	('model3-model5', 0.9481668920607966)	('model4-model5', 0.9569833408227622)
Sentence5926	('model1-model2', 0.9806853766404006)	('model1-model3', 0.9970758695694508)	('model1-model4', 0.9764972529275376)	('model1-model5', 0.9672807624588511)	('model2-model3', 0.9802518614729951)	('model2-model4', 0.9757003516085803)	('model2-model5', 0.9660183500572445)	('model3-model4', 0.9819344083756206)	('model3-model5', 0.9709569687597697)	('model4-model5', 0.9582848716205523)
Sentence5927	('model1-model2', 1.0)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence5928	('model1-model2', 0.9955310815301379)	('model1-model3', 0.9909077886534323)	('model1-model4', 0.9933333333333333)	('model1-model5', 0.9836860843716584)	('model2-model3', 0.9904523385357917)	('model2-model4', 0.9937997231274769)	('model2-model5', 0.9832339535599134)	('model3-model4', 0.9890346170302688)	('model3-model5', 0.9927120319726342)	('model4-model5', 0.9855456043799224)
Sentence5929	('model1-model2', 0.9507372588646373)	('model1-model3', 0.9631435392724046)	('model1-model4', 0.969032708552143)	('model1-model5', 0.9219279904158433)	('model2-model3', 0.9431029202864089)	('model2-model4', 0.9485965731853494)	('model2-model5', 0.9385846666500515)	('model3-model4', 0.9939226310652223)	('model3-model5', 0.9206639165537523)	('model4-model5', 0.9297674615018168)
Sentence5930	('model1-model2', 0.9902355678284264)	('model1-model3', 0.9749051330909566)	('model1-model4', 0.9814241486068112)	('model1-model5', 0.9591119405567289)	('model2-model3', 0.9895561365236353)	('model2-model4', 0.9875949396475505)	('model2-model5', 0.9614178718561062)	('model3-model4', 0.9977099315258328)	('model3-model5', 0.9741371690897732)	('model4-model5', 0.9788874444857336)
Sentence5931	('model1-model2', 0.9478643364908612)	('model1-model3', 0.9936915100158473)	('model1-model4', 0.9949297461594572)	('model1-model5', 0.995704107823273)	('model2-model3', 0.9506710187714763)	('model2-model4', 0.9467588323073218)	('model2-model5', 0.947428952594481)	('model3-model4', 0.9936162331560918)	('model3-model5', 0.9893955808485873)	('model4-model5', 0.9957491263786566)
Sentence5932	('model1-model2', 0.9641510781964108)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 0.9641510781964108)	('model2-model4', 0.9641510781964108)	('model2-model5', 0.9641510781964108)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence5933	('model1-model2', 0.9922146295467307)	('model1-model3', 0.9897624106974509)	('model1-model4', 0.9599395142235484)	('model1-model5', 0.9484505883379051)	('model2-model3', 0.9766059199303047)	('model2-model4', 0.9678718798280567)	('model2-model5', 0.9580235662741254)	('model3-model4', 0.9454223537242734)	('model3-model5', 0.9351851851851852)	('model4-model5', 0.9718642454115486)
Sentence5934	('model1-model2', 0.9473104468352423)	('model1-model3', 0.9560262206572632)	('model1-model4', 0.9462402260589446)	('model1-model5', 0.966263156928641)	('model2-model3', 0.9158034451171032)	('model2-model4', 0.9249190623693107)	('model2-model5', 0.9341476992207163)	('model3-model4', 0.891985139201931)	('model3-model5', 0.9292696397726329)	('model4-model5', 0.8886770345624199)
Sentence5935	('model1-model2', 0.984958549193179)	('model1-model3', 0.9888765395340674)	('model1-model4', 0.9931497412333169)	('model1-model5', 0.9875964624652869)	('model2-model3', 0.9893516359876044)	('model2-model4', 0.9859904373909814)	('model2-model5', 0.9884800985150501)	('model3-model4', 0.9913203465877795)	('model3-model5', 0.9866987041958432)	('model4-model5', 0.9910175025146412)
Sentence5936	('model1-model2', 0.9938087683579898)	('model1-model3', 0.9999999999999999)	('model1-model4', 0.9951612585988332)	('model1-model5', 0.9841364333928877)	('model2-model3', 0.9938087683579898)	('model2-model4', 0.9890367193530886)	('model2-model5', 0.9890448559493061)	('model3-model4', 0.9951612585988332)	('model3-model5', 0.9841364333928877)	('model4-model5', 0.9869835929326467)
Sentence5937	('model1-model2', 0.9540650933115625)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 0.9540650933115625)	('model2-model4', 0.9540650933115625)	('model2-model5', 0.9540650933115625)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence5938	('model1-model2', 0.9932244902793289)	('model1-model3', 0.9965832479750312)	('model1-model4', 0.9945321709699687)	('model1-model5', 0.9905417281140554)	('model2-model3', 0.9949069443293332)	('model2-model4', 0.9992154587505144)	('model2-model5', 0.9948347801502524)	('model3-model4', 0.9929526958419397)	('model3-model5', 0.9926768818219586)	('model4-model5', 0.9937358677900072)
Sentence5939	('model1-model2', 0.96729607273361)	('model1-model3', 0.9677954316712313)	('model1-model4', 0.9631517194899655)	('model1-model5', 0.9672472243307542)	('model2-model3', 0.9717977942230336)	('model2-model4', 0.9794097807021069)	('model2-model5', 0.9846904855044946)	('model3-model4', 0.9609272991738982)	('model3-model5', 0.9702280855157291)	('model4-model5', 0.9777410183579526)
Sentence5940	('model1-model2', 0.9543519198316324)	('model1-model3', 0.9291861730469553)	('model1-model4', 0.8861704199785914)	('model1-model5', 0.9529460454895919)	('model2-model3', 0.8605664279637066)	('model2-model4', 0.9128105720771795)	('model2-model5', 0.9204714020676976)	('model3-model4', 0.8832839159582133)	('model3-model5', 0.9193783509705329)	('model4-model5', 0.8591504727832726)
Sentence5941	('model1-model2', 0.7994108773089583)	('model1-model3', 0.9495960737384188)	('model1-model4', 0.9682539682539683)	('model1-model5', 0.8945287678561407)	('model2-model3', 0.6818754080835696)	('model2-model4', 0.6952730618740749)	('model2-model5', 0.9743557855418729)	('model3-model4', 0.9962975199878492)	('model3-model5', 0.800767658756134)	('model4-model5', 0.8165013363920537)
Sentence5942	('model1-model2', 0.9894326547626957)	('model1-model3', 0.9905939487539871)	('model1-model4', 0.9894326547626957)	('model1-model5', 0.9943329476839785)	('model2-model3', 0.9602859588721567)	('model2-model4', 1.0)	('model2-model5', 0.984564809499459)	('model3-model4', 0.9602859588721567)	('model3-model5', 0.9842824817948626)	('model4-model5', 0.984564809499459)
Sentence5943	('model1-model2', 0.9736797660350931)	('model1-model3', 0.9755155718348074)	('model1-model4', 0.975751191865419)	('model1-model5', 0.9947204767931155)	('model2-model3', 0.9689560566059626)	('model2-model4', 0.9701373643320915)	('model2-model5', 0.9760556815277247)	('model3-model4', 0.9995407972171305)	('model3-model5', 0.9923912933484678)	('model4-model5', 0.9927454724620058)
Sentence5944	('model1-model2', 0.9838416098779109)	('model1-model3', 0.9720654802288139)	('model1-model4', 0.979905048330355)	('model1-model5', 0.9968646203904172)	('model2-model3', 0.983732495558767)	('model2-model4', 0.9691741702683434)	('model2-model5', 0.984996969479518)	('model3-model4', 0.9614946956117026)	('model3-model5', 0.9810106718494757)	('model4-model5', 0.9801878666705959)
Sentence5945	('model1-model2', 0.9685401627144725)	('model1-model3', 0.9673392949933177)	('model1-model4', 0.9500609896424886)	('model1-model5', 0.9306222552248848)	('model2-model3', 0.9476696870669005)	('model2-model4', 0.9517562385600845)	('model2-model5', 0.9582077580445186)	('model3-model4', 0.9850126758052297)	('model3-model5', 0.9662404926596548)	('model4-model5', 0.9730722388234041)
Sentence5946	('model1-model2', 1.0)	('model1-model3', 0.9961952937507481)	('model1-model4', 0.9767716718775057)	('model1-model5', 1.0)	('model2-model3', 0.9961952937507481)	('model2-model4', 0.9767716718775057)	('model2-model5', 1.0)	('model3-model4', 0.9741763740941047)	('model3-model5', 0.9961952937507481)	('model4-model5', 0.9767716718775057)
Sentence5947	('model1-model2', 0.21535154187311956)	('model1-model3', 0.998092296603758)	('model1-model4', 0.9996047567681815)	('model1-model5', 0.9975425269718624)	('model2-model3', 0.2150260677669195)	('model2-model4', 0.21359884527608608)	('model2-model5', 0.24978031165650083)	('model3-model4', 0.998710366947587)	('model3-model5', 0.9967086138040409)	('model4-model5', 0.9980321397788023)
Sentence5948	('model1-model2', 0.9994774004550853)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 0.9994774004550853)	('model2-model4', 0.9994774004550853)	('model2-model5', 0.9994774004550853)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence5949	('model1-model2', 0.9927592541953205)	('model1-model3', 0.9842009847626022)	('model1-model4', 0.9961948448344616)	('model1-model5', 0.9703819601258571)	('model2-model3', 0.9837398373983739)	('model2-model4', 0.9865285005436101)	('model2-model5', 0.9755306548092202)	('model3-model4', 0.9865285005436101)	('model3-model5', 0.9755306548092202)	('model4-model5', 0.9778899295842578)
Sentence5950	('model1-model2', 0.9962504899152038)	('model1-model3', 0.9989360452503725)	('model1-model4', 0.9964470551664865)	('model1-model5', 0.9999167018769619)	('model2-model3', 0.9966515124598205)	('model2-model4', 0.9994525189992238)	('model2-model5', 0.9965313542252152)	('model3-model4', 0.9965879723271294)	('model3-model5', 0.9990872557292463)	('model4-model5', 0.9965743958516285)
Sentence5951	('model1-model2', 0.9116331744015497)	('model1-model3', 0.9653391119992656)	('model1-model4', 0.9575896820506057)	('model1-model5', 0.949801641755924)	('model2-model3', 0.9425753625616637)	('model2-model4', 0.9446777270080725)	('model2-model5', 0.9697114061669622)	('model3-model4', 0.9906801321840805)	('model3-model5', 0.9771398364036776)	('model4-model5', 0.9801739046773155)
Sentence5952	('model1-model2', 0.9927619930468313)	('model1-model3', 0.9906723169727351)	('model1-model4', 0.9912263712221417)	('model1-model5', 0.9895906216810226)	('model2-model3', 0.9893651887944727)	('model2-model4', 0.9926450416018183)	('model2-model5', 0.9892913626850651)	('model3-model4', 0.9963930660263715)	('model3-model5', 0.9995409912228735)	('model4-model5', 0.9973085565780709)
Sentence5953	('model1-model2', 0.9974768601483082)	('model1-model3', 0.9933264709919783)	('model1-model4', 0.9988139604970324)	('model1-model5', 0.9977840915176251)	('model2-model3', 0.9904331508739438)	('model2-model4', 0.9986859395532193)	('model2-model5', 0.994679982279375)	('model3-model4', 0.9917261445434921)	('model3-model5', 0.9898239184306846)	('model4-model5', 0.996088877438411)
Sentence5954	('model1-model2', 0.9735657793235736)	('model1-model3', 0.9735005623991598)	('model1-model4', 0.9891363933238434)	('model1-model5', 0.9853456961855164)	('model2-model3', 0.987769314093336)	('model2-model4', 0.9643972227809808)	('model2-model5', 0.9820975435860869)	('model3-model4', 0.9650447291034667)	('model3-model5', 0.9851364275161044)	('model4-model5', 0.9758838549324176)
Sentence5955	('model1-model2', 0.997811837378647)	('model1-model3', 0.995585164951337)	('model1-model4', 0.9948044776066013)	('model1-model5', 0.9947517303401061)	('model2-model3', 0.9912185423045785)	('model2-model4', 0.9947475454742721)	('model2-model5', 0.9945853256815459)	('model3-model4', 0.9884329107836138)	('model3-model5', 0.9887687976571218)	('model4-model5', 0.9993006455379485)
Sentence5956	('model1-model2', 0.97004796169187)	('model1-model3', 0.9591067135527173)	('model1-model4', 0.9841191151451952)	('model1-model5', 0.9841191151451952)	('model2-model3', 0.9520187678749914)	('model2-model4', 0.9623272772535628)	('model2-model5', 0.9623272772535628)	('model3-model4', 0.9692320206933693)	('model3-model5', 0.9692320206933693)	('model4-model5', 1.0)
Sentence5957	('model1-model2', 0.9656429903274568)	('model1-model3', 0.9793088586729831)	('model1-model4', 0.958636136564466)	('model1-model5', 0.9236294594670148)	('model2-model3', 0.9610877800302748)	('model2-model4', 0.9386060734017152)	('model2-model5', 0.9149965732514531)	('model3-model4', 0.9162007092155294)	('model3-model5', 0.9660099626036207)	('model4-model5', 0.8373996270432315)
Sentence5958	('model1-model2', 0.8100925873009825)	('model1-model3', 0.8068715304598786)	('model1-model4', 0.8769651056970111)	('model1-model5', 0.8807048459279794)	('model2-model3', 0.8067793113007157)	('model2-model4', 0.861118704783965)	('model2-model5', 0.8524367141602663)	('model3-model4', 0.8028022953528028)	('model3-model5', 0.806225774829855)	('model4-model5', 0.9191572581386976)
Sentence5959	('model1-model2', 0.9991251331646595)	('model1-model3', 0.9936127413733539)	('model1-model4', 0.9815086587166936)	('model1-model5', 0.9933133915424344)	('model2-model3', 0.9957086228120084)	('model2-model4', 0.9816507657793258)	('model2-model5', 0.9914556435835732)	('model3-model4', 0.9867317982148905)	('model3-model5', 0.987200933451793)	('model4-model5', 0.9790564250443349)
Sentence5960	('model1-model2', 0.9409418033050957)	('model1-model3', 0.9565860022707868)	('model1-model4', 0.9992118851429215)	('model1-model5', 0.9959904957780843)	('model2-model3', 0.9861671432255619)	('model2-model4', 0.9430160273951435)	('model2-model5', 0.931829408804093)	('model3-model4', 0.9590754764824604)	('model3-model5', 0.9472281330801609)	('model4-model5', 0.9966337144490733)
Sentence5961	('model1-model2', 0.9808110929613505)	('model1-model3', 0.9850604315735696)	('model1-model4', 0.9681240296942674)	('model1-model5', 0.973174156363419)	('model2-model3', 0.9856456820425789)	('model2-model4', 0.9894426135466273)	('model2-model5', 0.955157549783778)	('model3-model4', 0.9809848921505646)	('model3-model5', 0.9691397701852857)	('model4-model5', 0.9632430065973996)
Sentence5962	('model1-model2', 0.969830295555218)	('model1-model3', 0.9095065802490078)	('model1-model4', 1.0)	('model1-model5', 0.9950810608868715)	('model2-model3', 0.9135232951410429)	('model2-model4', 0.969830295555218)	('model2-model5', 0.9626853641285995)	('model3-model4', 0.9095065802490078)	('model3-model5', 0.9008397564339501)	('model4-model5', 0.9950810608868715)
Sentence5963	('model1-model2', 0.9893213728393717)	('model1-model3', 0.9944464406171649)	('model1-model4', 0.9874998672476952)	('model1-model5', 0.9855172069903276)	('model2-model3', 0.9904184769090659)	('model2-model4', 0.9801889168262652)	('model2-model5', 0.9911346407045778)	('model3-model4', 0.9925219653430036)	('model3-model5', 0.9868706299437827)	('model4-model5', 0.9759046823277523)
Sentence5964	('model1-model2', 0.9995245607321)	('model1-model3', 0.9915316137526211)	('model1-model4', 0.9995245607321)	('model1-model5', 0.9993158587106634)	('model2-model3', 0.9926739767119961)	('model2-model4', 1.0)	('model2-model5', 0.9994253220594979)	('model3-model4', 0.9926739767119961)	('model3-model5', 0.9915156574901879)	('model4-model5', 0.9994253220594979)
Sentence5965	('model1-model2', 0.9811995209238258)	('model1-model3', 0.9861371940690329)	('model1-model4', 0.9873058012257375)	('model1-model5', 0.9812799320464941)	('model2-model3', 0.9740414519781938)	('model2-model4', 0.9680854420229281)	('model2-model5', 0.954565960503799)	('model3-model4', 0.9858814840042825)	('model3-model5', 0.9782606020212873)	('model4-model5', 0.9879434644199062)
Sentence5966	('model1-model2', 0.9568595416932076)	('model1-model3', 0.9614501968673453)	('model1-model4', 0.9380354634265299)	('model1-model5', 0.9753957925398794)	('model2-model3', 0.9861166287845435)	('model2-model4', 0.9567957833005537)	('model2-model5', 0.9916827122899808)	('model3-model4', 0.9648627738699591)	('model3-model5', 0.9906348288460194)	('model4-model5', 0.9523402079392395)
Sentence5967	('model1-model2', 0.9486832980505137)	('model1-model3', 0.9376493099672195)	('model1-model4', 0.9652331109844037)	('model1-model5', 0.9750356118852501)	('model2-model3', 0.9230994941263578)	('model2-model4', 0.950255268139496)	('model2-model5', 0.9687499999999998)	('model3-model4', 0.971422653550444)	('model3-model5', 0.9440790280837751)	('model4-model5', 0.97185197877903)
Sentence5968	('model1-model2', 0.9764187769139239)	('model1-model3', 0.9906285771706577)	('model1-model4', 1.0000000000000002)	('model1-model5', 0.9719018304438091)	('model2-model3', 0.9916527882780728)	('model2-model4', 0.9764187769139239)	('model2-model5', 0.9942461986438207)	('model3-model4', 0.9906285771706577)	('model3-model5', 0.9893662019134538)	('model4-model5', 0.9719018304438091)
Sentence5969	('model1-model2', 0.9798107736903869)	('model1-model3', 0.9897983083262781)	('model1-model4', 0.9877508934123512)	('model1-model5', 0.9704467379987131)	('model2-model3', 0.9812296522785537)	('model2-model4', 0.9784283513097073)	('model2-model5', 0.9930530623115786)	('model3-model4', 0.9961193283374089)	('model3-model5', 0.9731851800815056)	('model4-model5', 0.9712277202827527)
Sentence5970	('model1-model2', 0.9226876208881318)	('model1-model3', 0.9864036607532465)	('model1-model4', 0.9972922524188653)	('model1-model5', 0.9972922524188653)	('model2-model3', 0.8906333358103866)	('model2-model4', 0.9227499358550536)	('model2-model5', 0.9227499358550536)	('model3-model4', 0.9860649541569921)	('model3-model5', 0.9860649541569921)	('model4-model5', 1.0)
Sentence5971	('model1-model2', 0.9911018080233337)	('model1-model3', 0.9991958542243885)	('model1-model4', 0.9991416760872155)	('model1-model5', 0.9941430937366739)	('model2-model3', 0.9885831950873821)	('model2-model4', 0.9922846323951688)	('model2-model5', 0.992938359087782)	('model3-model4', 0.9981884043093957)	('model3-model5', 0.9933114986310422)	('model4-model5', 0.9951012035827783)
Sentence5972	('model1-model2', 0.9589539317708927)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 0.729234492969466)	('model2-model3', 0.9589539317708927)	('model2-model4', 0.9589539317708927)	('model2-model5', 0.7364081197050363)	('model3-model4', 1.0)	('model3-model5', 0.729234492969466)	('model4-model5', 0.729234492969466)
Sentence5973	('model1-model2', 0.9486807773800998)	('model1-model3', 0.9243355471766777)	('model1-model4', 0.9372007753799242)	('model1-model5', 0.9553651092170915)	('model2-model3', 0.9416619256162536)	('model2-model4', 0.957984337109842)	('model2-model5', 0.9218765220131602)	('model3-model4', 0.8846655422482704)	('model3-model5', 0.9682609463877108)	('model4-model5', 0.8851123731162492)
Sentence5974	('model1-model2', 0.9901066871679851)	('model1-model3', 0.9895888982878719)	('model1-model4', 0.989861496461084)	('model1-model5', 0.9893266594968181)	('model2-model3', 0.9891821787312736)	('model2-model4', 0.9902115310524723)	('model2-model5', 0.9915709326180919)	('model3-model4', 0.9912367903837437)	('model3-model5', 0.9908468888280862)	('model4-model5', 0.9892613605467621)
Sentence5975	('model1-model2', 0.991854359471786)	('model1-model3', 0.9741019228286084)	('model1-model4', 0.9946350725045185)	('model1-model5', 0.9896990333453993)	('model2-model3', 0.9762723150911677)	('model2-model4', 0.9924559307342248)	('model2-model5', 0.981907995338683)	('model3-model4', 0.9773603218250312)	('model3-model5', 0.9702957190957066)	('model4-model5', 0.9782238863744753)
Sentence5976	('model1-model2', 0.9962154873355474)	('model1-model3', 0.9950161025857173)	('model1-model4', 0.9709690821737124)	('model1-model5', 0.9656975535692965)	('model2-model3', 0.992917281141322)	('model2-model4', 0.9625790363072703)	('model2-model5', 0.9622369826596616)	('model3-model4', 0.9597147560916659)	('model3-model5', 0.9469093363570498)	('model4-model5', 0.989751982292394)
Sentence5977	('model1-model2', 0.9831679533175041)	('model1-model3', 0.9820528477046813)	('model1-model4', 0.9808719056590807)	('model1-model5', 0.9775487763184069)	('model2-model3', 0.9851701564038683)	('model2-model4', 0.9882439002664882)	('model2-model5', 0.9839714935950241)	('model3-model4', 0.9886172073488074)	('model3-model5', 0.9767950181958542)	('model4-model5', 0.9814773115597751)
Sentence5978	('model1-model2', 0.9970386258843619)	('model1-model3', 0.9959919678390986)	('model1-model4', 0.9965227059662572)	('model1-model5', 0.9965227059662572)	('model2-model3', 0.9930424630061563)	('model2-model4', 0.9871639953033076)	('model2-model5', 0.9871639953033076)	('model3-model4', 0.9925286109116759)	('model3-model5', 0.9925286109116759)	('model4-model5', 1.0000000000000002)
Sentence5979	('model1-model2', 1.0)	('model1-model3', 1.0)	('model1-model4', 1.0)	('model1-model5', 1.0)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence5980	('model1-model2', 0.9958979770821969)	('model1-model3', 0.9976029418260492)	('model1-model4', 0.9952906557394697)	('model1-model5', 0.995472863278532)	('model2-model3', 0.9975820403399223)	('model2-model4', 0.995406615814061)	('model2-model5', 0.9984018911384941)	('model3-model4', 0.997348288070575)	('model3-model5', 0.9994664294862463)	('model4-model5', 0.9968463701355829)
Sentence5981	('model1-model2', 0.9794358516003882)	('model1-model3', 0.9794358516003882)	('model1-model4', 0.9794358516003882)	('model1-model5', 0.9410092614535138)	('model2-model3', 1.0000000000000002)	('model2-model4', 1.0000000000000002)	('model2-model5', 0.9303166828745913)	('model3-model4', 1.0000000000000002)	('model3-model5', 0.9303166828745913)	('model4-model5', 0.9303166828745913)
Sentence5982	('model1-model2', 0.9962343947220228)	('model1-model3', 0.9645329218901451)	('model1-model4', 0.9939102494013192)	('model1-model5', 0.9508869788316737)	('model2-model3', 0.9535093264623182)	('model2-model4', 0.9907388262447921)	('model2-model5', 0.9400193421607683)	('model3-model4', 0.9795408415584843)	('model3-model5', 0.9761870601839528)	('model4-model5', 0.9595352857512691)
Sentence5983	('model1-model2', 0.9893477192372622)	('model1-model3', 0.9844631095146228)	('model1-model4', 0.973014256012574)	('model1-model5', 0.9656892005448334)	('model2-model3', 0.9788433873906932)	('model2-model4', 0.970189499321069)	('model2-model5', 0.9620328284544948)	('model3-model4', 0.9945811330844361)	('model3-model5', 0.9901373188676746)	('model4-model5', 0.9967187699512439)
Sentence5984	('model1-model2', 0.9860132971832692)	('model1-model3', 0.9860132971832692)	('model1-model4', 0.9860132971832692)	('model1-model5', 0.9860132971832692)	('model2-model3', 1.0)	('model2-model4', 1.0)	('model2-model5', 1.0)	('model3-model4', 1.0)	('model3-model5', 1.0)	('model4-model5', 1.0)
Sentence5985	('model1-model2', 1.0)	('model1-model3', 1.0)	('model1-model4', 0.9980392585044112)	('model1-model5', 0.9974756882874338)	('model2-model3', 1.0)	('model2-model4', 0.9980392585044112)	('model2-model5', 0.9974756882874338)	('model3-model4', 0.9980392585044112)	('model3-model5', 0.9974756882874338)	('model4-model5', 0.9950081450878726)
Sentence5986	('model1-model2', 0.9784009754614883)	('model1-model3', 0.9736356490963879)	('model1-model4', 0.9966809060231754)	('model1-model5', 0.9463398928585092)	('model2-model3', 0.9984867112334669)	('model2-model4', 0.9897020242221554)	('model2-model5', 0.9850684205125746)	('model3-model4', 0.9843239118900574)	('model3-model5', 0.989863763199485)	('model4-model5', 0.9604718074266718)
